#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
allowed_to_serve_holy_order;Allowed to Join Order;Autorisé à l'ordre de jointure;Dem Orden beitreten dürfen;;Mascotas a unirse a orden;;;;;;;;;x
EVTDESC_ancrel_0187;Your [GetFromRelation], [From.GetTitledFirstName], has expressed a peculiar wish: dissatisfied with the life of a warrior, [From.GetSheHe] wishes to learn the druidic arts and become closer to the gods...but that way is strange and dangerous, and not all survive it.;;Euer [GetFromRelation], [From.GetTitledFirstName], hat einen merkwürdigen Wunsch geäußert: Unzufrieden mit dem Leben eines Kriegers, möchte [From.GetSheHe] die druidischen Künste erlernen und den Göttern näher kommen ... aber dieser Weg ist seltsam und gefährlich, und nicht alle überleben ihn.;;;;;;;;;;;x
EVTOPTA_ancrel_0187;I will not allow it!;;Ich werde es nicht zulassen!;;;;;;;;;;;x
EVTOPTB_ancrel_0187;Yes, this will bring great honor to our family;;Ja, das wird unserer Familie große Ehre bringen.;;;;;;;;;;;x
return_from_druidic_training;Your child has learned much\n;;Dein Kind hat viel gelernt\n;;;;;;;;;;;x
return_from_druidic_training_player;You have learned much\n;;Du hast viel gelernt\n;;;;;;;;;;;x
EVTDESC_ancrel_0189;The night is dark and cold when your servants wake you, a visitor has come to see you. Suddenly, a black shape pushes them to the side and approaches your bedside, you reach for your sword but slowly realize who it is, [From.GetTitledFirstName], back from the forests of the druids!;;Die Nacht ist dunkel und kalt, als deine Diener dich wecken: Ein Besucher ist gekommen, um dich zu sehen. Plötzlich stößt eine schwarze Gestalt sie zur Seite und nähert sich Eurem Bett, Ihr greift nach Eurem Schwert, doch langsam erkennt Ihr, wer es ist, [From.GetTitledFirstName], zurück aus den Wäldern der Druiden!;;;;;;;;;;;x
EVTOPTA_ancrel_0189;[From.GetFirstName]! You've... changed!;;[From.GetFirstName]! Ihr habt Euch ... verändert!;;;;;;;;;;;x
EVTDESC_ancrel_0191;On of the supplicants at your court today is hopping on one leg, trying to keep [From.GetHerHis] balance with the help of a knotted stick of wood. [From.GetSheHe] has a familiar look and as [From.GetSheHe] approaches your throne, you finally understand why, it is [From.GetTitledFirstName], back from the druids!;;Einer der Bittsteller an Eurem Hof hüpft heute auf einem Bein und versucht, [From.GetHerHis] mit Hilfe eines geknoteten Holzstabs das Gleichgewicht zu halten. [From.GetSheHe] hat ein vertrautes Aussehen, und als [From.GetSheHe] sich Eurem Thron nähert, versteht Ihr endlich, warum: Es ist [From.GetTitledFirstName], zurück von den Druiden!;;;;;;;;;;;x
EVTOPTA_ancrel_0191;My child, what have the gods done to you?;;Mein Kind, was haben die Götter mit dir gemacht?;;;;;;;;;;;x
EVTDESC_ancrel_0193;[From.GetTitledFirstName] is back from the druidic groves, there [From.GetSheHe] has learned much of the ways of the gods and our people, [From.GetSheHe] has sung numerous stories and even come up with a few of [From.GetHerHis] own.;;[From.GetTitledFirstName] ist zurück aus den druidischen Hainen, dort hat [From.GetSheHe] viel über die Wege der Götter und unseres Volkes gelernt, [From.GetSheHe] hat zahlreiche Geschichten gesungen und sich sogar ein paar eigene ausgedacht [From.GetHerHis].;;;;;;;;;;;x
EVTOPTA_ancrel_0193;I wish to hear of these new stories!;;Ich wünsche mir, von diesen neuen Geschichten zu hören!;;;;;;;;;;;x
EVTDESC_ancrel_0195;« My lord!, says own of your guards, a mad[From.GetManWoman] is dancing on the roof of the stables, we tried to get [From.GetHerHim] down, but [From.GetSheHe] just screams gibberish at us!» \n You follow your guards to the courtyard and soon understand that the madman is in fact,[From.GetTitledFirstName], struck mad by the gods.;;" Mein Herr!, sagt einer Eurer Wächter, ""eine verrückte [From.GetManWoman] tanzt auf dem Dach der Ställe, wir haben versucht, [From.GetHerHim] herunterzuholen, aber [From.GetSheHe] schreit uns nur Kauderwelsch entgegen!"" \n Ihr folgt Euren Wachen in den Hof und erkennt bald, dass es sich bei dem Verrückten tatsächlich um [From.GetTitledFirstName] handelt, der von den Göttern in den Wahnsinn getrieben wurde.";;;;;;;;;;;x
EVTOPTA_ancrel_0195;We shall share this burden my child;;Wir werden diese Last teilen, mein Kind;;;;;;;;;;;x
EVTDESC_ancrel_0197;[From.GetTitledFirstName] has returned from the groves of the druids, but with a strange burden, a newborn child. While [From.GetSheHe] refuses to talk of the other parent, the child's wild eyes bode strange wisdom.;;[From.GetTitledFirstName] ist aus den Hainen der Druiden zurückgekehrt, aber mit einer seltsamen Last, einem neugeborenen Kind. [From.GetSheHe] weigert sich zwar, über den anderen Elternteil zu sprechen, aber die wilden Augen des Kindes verraten seltsame Weisheit.;;;;;;;;;;;x
EVTOPTA_ancrel_0197;I will love them as my own.;;Ich werde sie wie mein eigenes Kind lieben.;;;;;;;;;;;x
EVTDESC_ancrel_0199;Knowing of [From.GetTitledFirstName]'s impending return, you have prepared the most magnificent chambers for [From.GetHerHim]. But, ever since [From.GetHerHis] return, [From.GetSheHe] has been spending his nights and days in the castle grove, delving more and more into the druidic lore, stopping only to speak of the wonders of the gods.;;Da du von der bevorstehenden Rückkehr von [From.GetTitledFirstName] wusstest, hast du die prächtigsten Gemächer für [From.GetHerHim] vorbereitet. Doch seit [From.GetHerHis] Rückkehr verbringt [From.GetSheHe] seine Nächte und Tage im Burghain, vertieft sich immer mehr in die druidischen Überlieferungen und hält nur an, um von den Wundern der Götter zu sprechen.;;;;;;;;;;;x
EVTOPTA_ancrel_0199;But what about the pleasures of life?;;Aber was ist mit den Freuden des Lebens?;;;;;;;;;;;x
EVTDESC_ancrel_0201;The secrets of the druids are many and earthly problems lose their potency when confronted to those of the otherworld, thus [From.GetTitledFirstName] has returned changed from his training with the druids, he seems much more at peace and patient.;;Die Geheimnisse der Druiden sind zahlreich, und irdische Probleme verlieren ihre Kraft, wenn sie mit denen der anderen Welt konfrontiert werden, und so ist [From.GetTitledFirstName] verändert von seiner Ausbildung bei den Druiden zurückgekehrt, er scheint viel ruhiger und geduldiger zu sein.;;;;;;;;;;;x
EVTOPTA_ancrel_0201;You have learned much!;;Ihr habt viel gelernt!;;;;;;;;;;;x
EVTDESC_ancrel_0203;A Druid from the local Circle has come, and they bring news most grave. Your [GetFromRelation], [From.GetTitledFirstName], was taken by the gods during their training, and for all your asking, your guest cannot tell you how or why.;;Ein Druide aus dem örtlichen Zirkel ist gekommen, und er bringt sehr ernste Nachrichten. Eure [GetFromRelation], [From.GetTitledFirstName], wurde während ihrer Ausbildung von den Göttern entführt, und so sehr Ihr auch fragt, Euer Gast kann Euch nicht sagen, wie oder warum.;;;;;;;;;;;x
EVTOPTA_ancrel_0203;My child, what have the gods done to you?;;Mein Kind, was haben die Götter mit dir gemacht?;;;;;;;;;;;x
EVTDESC_ancrel_0205;[From.GetFirstName], your [GetFromRelation], has returned from [From.GetHerHis] training with the druids with gifts! It seems [From.GetSheHe] acquired a small fortune during their travels!;;[From.GetFirstName], Euer [GetFromRelation], ist von [From.GetHerHis] Training mit den Druiden mit Geschenken zurückgekehrt! Es scheint, dass [From.GetSheHe] auf ihrer Reise ein kleines Vermögen erworben hat!;;;;;;;;;;;x
EVTOPTA_ancrel_0205;Ok;;Ok;;;;;;;;;;;x
EVTDESC_ancrel_0206;Father dies, Player Child is heir;;Vater stirbt, Spielerkind ist Erbe;;;;;;;;;;;x
EVTOPTA_ancrel_0206;Ok;;Ok;;;;;;;;;;;x
EVTDESC_ancrel_0207;With the death of [From.GetTitledFirstName], you have been recalled early from your druidic training. Thankfully it was not without having received some benefit.;;Durch den Tod von [From.GetTitledFirstName] wurdest du vorzeitig von deiner Druidenausbildung abberufen. Zum Glück nicht ohne einen gewissen Nutzen daraus gezogen zu haben.;;;;;;;;;;;x
EVTDESC_ancrel_0261;A Druid is expected to follow the Celtic virtues of honor, loyalty, hospitality, honesty, justice and courage. Gossip is starting to spread about your wicked habits.;;Von einem Druiden wird erwartet, dass er den keltischen Tugenden Ehre, Loyalität, Gastfreundschaft, Ehrlichkeit, Gerechtigkeit und Mut folgt. Klatsch und Tratsch über deine schlechten Gewohnheiten beginnen sich zu verbreiten.;;;;;;;;;;;x
EVTOPTA_ancrel_0261;May [Root.Religion.GetRandomGodName] have mercy on me.;;Möge [Root.Religion.GetRandomGodName] mir gnädig sein.;;;;;;;;;;;x
######## Celtic Flavor events;;;;;;;;;;;;;;x
EVTDESC_ancrel_1252;Unable to sleep, you take a walk in the castle gardens. Suddenly, you see a dark form near a small stream. It seems to be a woman, dressed in green  and washing some bloody rags, as you try to see her more clearly, she raises her head and lets go a melodious, soul wrenching scream. By the time you blink your eyes, she has disappeared.;;Da du nicht schlafen kannst, machst du einen Spaziergang durch den Schlossgarten. Plötzlich siehst du eine dunkle Gestalt in der Nähe eines kleinen Baches. Es scheint eine grün gekleidete Frau zu sein, die sich mit blutigen Tüchern wäscht. Als du versuchst, sie genauer zu sehen, hebt sie den Kopf und stößt einen melodiösen, herzzerreißenden Schrei aus. Als du mit den Augen blinzelst, ist sie bereits verschwunden.;;;;;;;;;;;x
EVTOPTA_ancrel_1252;It’s a Banshee!;;Es ist eine Banshee!;;;;;;;;;;;x
EVTOPTB_ancrel_1252;Just some washer woman. Where did she get off to?;;Nur eine Wäscherin. Wohin ist sie verschwunden?;;;;;;;;;;;x
EVTDESC_ancrel_1253;The fresh sea air fills your lungs as you look over the wild waters of the bay, you notice a strange ship, sailing in the distance. Its make is ancient and it never seems to approach the land, only slipping in and out of the fog like a spirit on the doorway.;;Die frische Seeluft füllt deine Lungen, während du über die wilden Gewässer der Bucht blickst und in der Ferne ein seltsames Schiff entdeckst. Seine Bauart ist uralt, und es scheint sich nie dem Land zu nähern, sondern gleitet nur in den Nebel hinein und wieder heraus wie ein Geist an der Tür.;;;;;;;;;;;x
EVTOPTA_ancrel_1253;Bran’s ship, come to see the shores of Éire.;;Brans Schiff, das gekommen ist, um die Küsten von Éire zu sehen.;;;;;;;;;;;x
EVTOPTB_ancrel_1253;An old merchant ship, surely.;;Ein altes Handelsschiff, gewiss.;;;;;;;;;;;x
EVTDESC_ancrel_0150;Out on a stroll in the mountain nearby, you encounter a strange, entrancing melody, following the source of the sound, you come across an old, blind bard, playing his harp with a grace akin to the gods themselves.;;Bei einem Spaziergang in den nahe gelegenen Bergen hörst du eine seltsame, betörende Melodie. Du folgst der Quelle des Klangs und triffst auf einen alten, blinden Barden, der seine Harfe mit einer Anmut spielt, die den Göttern selbst gleicht.;;;;;;;;;;;x
EVTOPTA_ancrel_0150;Stand by and listen;;Bleib stehen und lausche;;;;;;;;;;;x
EVTOPTB_ancrel_0150;Mind if I join?;;Was dagegen, wenn ich mich anschließe?;;;;;;;;;;;x
sing_poetry;You start declaiming poetry\n;;Du fängst an, Poesie zu deklamieren.;;;;;;;;;;;x
EVTDESC_ancrel_0151;The lake is placid as you throw your rope into the water, you let the soft singing of the birds lull you into deep thoughts as you daydream on its banks. Suddenly, the rope stirs and you are pulled into the water. Opening your eyes in the water shows a dark form swiftly swimming towards you.;;Der See ist ruhig, als du dein Seil ins Wasser wirfst, und du lässt dich vom sanften Gesang der Vögel in tiefe Gedanken wiegen, während du an seinem Ufer träumst. Plötzlich rührt sich das Seil und du wirst ins Wasser gezogen. Wenn du deine Augen im Wasser öffnest, siehst du eine dunkle Gestalt, die schnell auf dich zu schwimmt.;;;;;;;;;;;x
EVTOPTA_ancrel_0151;Stay and Fight;;Bleib und kämpfe;;;;;;;;;;;x
EVTOPTB_ancrel_0151;Run Away!;;Lauf weg!;;;;;;;;;;;x
#St-Kilda;;;;;;;;;;;;;;x
EVTDESC_ancrel_0208;You feel terribly ill, as if on the brink of death. You have heard rumors of a group of Celts on the island of St. Kilda who continue to practice their old ways. These pagans may have forgotten knowledge on how to cure your illness.;;Sie fühlen sich furchtbar krank, als stünden Sie kurz vor dem Tod. Du hast Gerüchte über eine Gruppe von Kelten auf der Insel St. Kilda gehört, die noch ihre alten Bräuche praktizieren. Diese Heiden haben vielleicht das Wissen vergessen, wie man deine Krankheit heilen kann.;;;;;;;;;;;x
EVTOPTA_ancrel_0208;Maybe these Celts can cure me;;Vielleicht können diese Kelten mich heilen.;;;;;;;;;;;x
travel_island;You travel to the island\n;;Du reist auf die Insel\n;;;;;;;;;;;x
EVTOPTB_ancrel_0208;Don't these barbarians also collect the heads of their enemies?;;Sammeln diese Barbaren nicht auch die Köpfe ihrer Feinde?;;;;;;;;;;;x
ignore_rumors;You ignore the rumors\n;;Du ignorierst die Gerüchte\n;;;;;;;;;;;x
EVTDESC_ancrel_0209;As you arrive on the island, you begin to search for the rumored Celts. Suddenly, someone grabs you and demands to know why you are here. After you explain your predicament, the man informs you that you that you can only be cured of your ailment if you worship their gods.;;Als du auf der Insel ankommst, machst du dich auf die Suche nach den Gerüchten über die Kelten. Plötzlich packt dich jemand und will wissen, warum du hier bist. Nachdem du deine missliche Lage erklärt hast, erklärt dir der Mann, dass du nur von deinem Leiden geheilt werden kannst, wenn du ihre Götter anbetest.;;;;;;;;;;;x
EVTOPTA_ancrel_0209;So, your gods can perform miracles? Let's get started then.;;Ihre Götter können also Wunder bewirken? Dann lasst uns anfangen.;;;;;;;;;;;x
EVTOPTB_ancrel_0209;I refuse to accept your false gods!;;Ich weigere mich, eure falschen Götter zu akzeptieren!;;;;;;;;;;;x
EVTDESC_ancrel_0210;After several days of rest, you feel much better, and have begun to worship the islander's gods as your own. As you travel back home, you learn to accept your new faith as the one true faith;;Nach einigen Tagen der Ruhe fühlst du dich viel besser und hast begonnen, die Götter der Inselbewohner wie deine eigenen zu verehren. Auf der Heimreise lernst du, deinen neuen Glauben als den einzig wahren Glauben zu akzeptieren;;;;;;;;;;;x
EVTOPTA_ancrel_0210;Their gods are now my gods;;Ihre Götter sind jetzt meine Götter;;;;;;;;;;;x
MIRACLE_STKILDA;The magic of the druids has healed you\n;;Die Magie der Druiden hat dich geheilt.;;;;;;;;;;;x
#Gaelic Abdication;;;;;;;;;;;;;;x
EVTDESC_ancrel_0214;During the first great battle at Mag Tuired, Nuada lost an arm in combat with the Fir Bolg champion Sreng. Having lost his arm, Nuada was no longer eligible for kingship since, by law, the king must be physically perfect, and he was replaced as king by the tyrant Bres.;;Während der ersten großen Schlacht bei Mag Tuired verlor Nuada im Kampf mit dem Fir Bolg-Meister Sreng einen Arm. Nachdem er seinen Arm verloren hatte, kam Nuada nicht mehr für das Königtum in Frage, da der König laut Gesetz körperlich perfekt sein muss, und er wurde als König durch den Tyrannen Bres ersetzt.;;;;;;;;;;;x
EVTOPTA_ancrel_0214;May [This.Religion.GetRandomGodNameCap] protect us!;;Möge [This.Religion.GetRandomGodNameCap] uns beschützen!;;;;;;;;;;;x
