#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# FACTION MAIN
#
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_401A;Clearly [From.GetTitledFirstNameNoRegnal] saw the wisdom in our demand, for [From.GetSheHe] has caved to it. Members of our faction gathered at [FromFrom.Capital.GetName] to toast our victory and brighter things to come for us all.;Clearly [From.GetTitledFirstNameNoRegnal] saw the wisdom in our demand, for [From.GetSheHe] has caved to it. Members of our faction gathered at [FromFrom.Capital.GetName] to toast our victory and brighter things to come for us all.;Clearly [From.GetTitledFirstNameNoRegnal] saw the wisdom in our demand, for [From.GetSheHe] has caved to it. Members of our faction gathered at [FromFrom.Capital.GetName] to toast our victory and brighter things to come for us all.;;Clearly [From.GetTitledFirstNameNoRegnal] saw the wisdom in our demand, for [From.GetSheHe] has caved to it. Members of our faction gathered at [FromFrom.Capital.GetName] to toast our victory and brighter things to come for us all.;;;;;;;;;x
EVTDESC_PlusFaction_401B;It seems that [From.GetTitledFirstNameNoRegnal] saw the wisdom in not facing down [From.GetHerHis] vassals in a civil war, for [From.GetSheHe] has caved to [FromFrom.GetTitledFirstNameNoRegnal]'s demands. [FromFrom.GetTitledFirstNameNoRegnal] has sent word to [FromFrom.GetHerHis] allies may stand down, and thanks you for your valued support.;It seems that [From.GetTitledFirstNameNoRegnal] saw the wisdom in not facing down [From.GetHerHis] vassals in a civil war, for [From.GetSheHe] has caved to [FromFrom.GetTitledFirstNameNoRegnal]'s demands. [FromFrom.GetTitledFirstNameNoRegnal] has sent word to [FromFrom.GetHerHis] allies may stand down, and thanks you for your valued support.;It seems that [From.GetTitledFirstNameNoRegnal] saw the wisdom in not facing down [From.GetHerHis] vassals in a civil war, for [From.GetSheHe] has caved to [FromFrom.GetTitledFirstNameNoRegnal]'s demands. [FromFrom.GetTitledFirstNameNoRegnal] has sent word to [FromFrom.GetHerHis] allies may stand down, and thanks you for your valued support.;;It seems that [From.GetTitledFirstNameNoRegnal] saw the wisdom in not facing down [From.GetHerHis] vassals in a civil war, for [From.GetSheHe] has caved to [FromFrom.GetTitledFirstNameNoRegnal]'s demands. [FromFrom.GetTitledFirstNameNoRegnal] has sent word to [FromFrom.GetHerHis] allies may stand down, and thanks you for your valued support.;;;;;;;;;x
EVTDESC_PlusFaction_402;Dear [Root.GetTitledFirstNameNoRegnal],\nPerhaps you and your fellows have forgotten which of us is the [From.PrimaryTitle.GetRulerTitle] and which is the [Root.PrimaryTitle.GetRulerTitle]? I spit on your demands, just as I spit upon your worthless oaths. When this war is done, all of you shall get exactly what you deserve.\n\nSigned,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nPerhaps you and your fellows have forgotten which of us is the [From.PrimaryTitle.GetRulerTitle] and which is the [Root.PrimaryTitle.GetRulerTitle]? I spit on your demands, just as I spit upon your worthless oaths. When this war is done, all of you shall get exactly what you deserve.\n\nSigned,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nPerhaps you and your fellows have forgotten which of us is the [From.PrimaryTitle.GetRulerTitle] and which is the [Root.PrimaryTitle.GetRulerTitle]? I spit on your demands, just as I spit upon your worthless oaths. When this war is done, all of you shall get exactly what you deserve.\n\nSigned,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nPerhaps you and your fellows have forgotten which of us is the [From.PrimaryTitle.GetRulerTitle] and which is the [Root.PrimaryTitle.GetRulerTitle]? I spit on your demands, just as I spit upon your worthless oaths. When this war is done, all of you shall get exactly what you deserve.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA_PlusFaction_402;Then we go to war!;Alors c'est la guerre!;Then we must go to war!;;Then we must go to war!;;;;;;;;;x
EVTDESC_PlusFaction_403;Dear [Root.GetTitledFirstNameNoRegnal],\n[FromFrom.GetTitledFirstNameNoRegnal] has led [FromFrom.GetHerHis] traitorous conspirators in a civil war against me. I call upon all the lords of [From.PrimaryTitle.GetName] to stand at my side and do everything in their power to see this [GetRootFromFromInsultNounAdj] [FromFrom.GetManWoman] brought low.\n\nSigned,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\n[FromFrom.GetTitledFirstNameNoRegnal] has led [FromFrom.GetHerHis] traitorous conspirators in a civil war against me. I call upon all the lords of [From.PrimaryTitle.GetName] to stand at my side and do everything in their power to see this [GetRootFromFromInsultNounAdj] [FromFrom.GetManWoman] brought low.\n\nSigned,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\n[FromFrom.GetTitledFirstNameNoRegnal] has led [FromFrom.GetHerHis] traitorous conspirators in a civil war against me. I call upon all the lords of [From.PrimaryTitle.GetName] to stand at my side and do everything in their power to see this [GetRootFromFromInsultNounAdj] [FromFrom.GetManWoman] brought low.\n\nSigned,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\n[FromFrom.GetTitledFirstNameNoRegnal] has led [FromFrom.GetHerHis] traitorous conspirators in a civil war against me. I call upon all the lords of [From.PrimaryTitle.GetName] to stand at my side and do everything in their power to see this [GetRootFromFromInsultNounAdj] [FromFrom.GetManWoman] brought low.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA_PlusFaction_403;[From.GetTitledFirstNameNoRegnal] has my full support;[From.GetTitledFirstNameNoRegnal] has my full support;[From.GetTitledFirstNameNoRegnal] has my full support;;[From.GetTitledFirstNameNoRegnal] has my full support;;;;;;;;;x
EVTOPTB_PlusFaction_403;I intend to stay out of this, if I can;I intend to stay out of this, if I can;I intend to stay out of this, if I can;;I intend to stay out of this, if I can;;;;;;;;;x
EVTOPTC_PlusFaction_403;I can do nothing from prison;I can do nothing from prison;I can do nothing from prison;;I can do nothing from prison;;;;;;;;;x
EVTOPTD_PlusFaction_403;Alas, I am not up to such a fight...;Alas, I am not up to such a fight...;Alas, I am not up to such a fight...;;Alas, I am not up to such a fight...;;;;;;;;;x
EVTDESC_PlusFaction_404;My liege,\nKnow that the [From.PrimaryTitle.GetFullName] loyally stands at your side during the civil war. Together we shall ensure that [FromFromFrom.GetTitledFirstNameNoRegnal] sees justice!\n\nSigned,\n[From.GetTitledName];My liege,\nKnow that the [From.PrimaryTitle.GetFullName] loyally stands at your side during the civil war. Together we shall ensure that [FromFromFrom.GetTitledFirstNameNoRegnal] sees justice!\n\nSigned,\n[From.GetTitledName];My liege,\nKnow that the [From.PrimaryTitle.GetFullName] loyally stands at your side during the civil war. Together we shall ensure that [FromFromFrom.GetTitledFirstNameNoRegnal] sees justice!\n\nSigned,\n[From.GetTitledName];;My liege,\nKnow that the [From.PrimaryTitle.GetFullName] loyally stands at your side during the civil war. Together we shall ensure that [FromFromFrom.GetTitledFirstNameNoRegnal] sees justice!\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_405;To the [GetFromRootInsultNounAdj] [Root.GetTitledFirstNameNoRegnal],\nThe [From.PrimaryTitle.GetFullName] stands with [FromFromFrom.GetTitledFirstNameNoRegnal] and [FromFromFrom.GetHerHis] faction in the coming civil war. I shall see your forces upon the field of battle.\n\nSigned,\n[From.GetTitledName];To the [GetFromRootInsultNounAdj] [Root.GetTitledFirstNameNoRegnal],\nThe [From.PrimaryTitle.GetFullName] stands with [FromFromFrom.GetTitledFirstNameNoRegnal] and [FromFromFrom.GetHerHis] faction in the coming civil war. I shall see your forces upon the field of battle.\n\nSigned,\n[From.GetTitledName];To the [GetFromRootInsultNounAdj] [Root.GetTitledFirstNameNoRegnal],\nThe [From.PrimaryTitle.GetFullName] stands with [FromFromFrom.GetTitledFirstNameNoRegnal] and [FromFromFrom.GetHerHis] faction in the coming civil war. I shall see your forces upon the field of battle.\n\nSigned,\n[From.GetTitledName];;To the [GetFromRootInsultNounAdj] [Root.GetTitledFirstNameNoRegnal],\nThe [From.PrimaryTitle.GetFullName] stands with [FromFromFrom.GetTitledFirstNameNoRegnal] and [FromFromFrom.GetHerHis] faction in the coming civil war. I shall see your forces upon the field of battle.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_406;[Root.GetTitledFirstNameNoRegnal],\nMy supporters stand with me, and we are prepared to see you removed from the throne of [Root.PrimaryTitle.GetName]. There shall be no compromise.\n\nSigned,\n[From.GetTitledName];[Root.GetTitledFirstNameNoRegnal],\nMy supporters stand with me, and we are prepared to see you removed from the throne of [Root.PrimaryTitle.GetName]. There shall be no compromise.\n\nSigned,\n[From.GetTitledName];[Root.GetTitledFirstNameNoRegnal],\nMy supporters stand with me, and we are prepared to see you removed from the throne of [Root.PrimaryTitle.GetName]. There shall be no compromise.\n\nSigned,\n[From.GetTitledName];;[Root.GetTitledFirstNameNoRegnal],\nMy supporters stand with me, and we are prepared to see you removed from the throne of [Root.PrimaryTitle.GetName]. There shall be no compromise.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA_PlusFaction_406;[From.GetSheHeCap] dares?!;[From.GetSheHeCap] dares?!;[From.GetSheHeCap] dares?!;;[From.GetSheHeCap] dares?!;;;;;;;;;x
