#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
abandon_adventure;Abandon Adventure;;Abenteuer aufgeben;;;x
collapse_provincia_decisions_desc;Collapses all the 'Create Provincia Decisions'.\nThis can be undone.;;Bricht alle 'Provincia-Entscheidungen erstellen' zusammen. Dies kann rückgängig gemacht werden.;;;x
expand_provincia_decisions;Expand Provincia Decisions;;Provincia-Entscheidungen erweitern;;;x
expand_provincia_decisions_desc;Expands all the 'Create Provincia Decisions'.\nThis can be undone.;;Erweitert alle 'Provincia-Beschlüsse erstellen'. \nDies kann rückgängig gemacht werden.;;;x
celebrate_nowruz;Celebrate Nowruz;;Nowruz zelebrieren;;;x
celebrate_nowruz_desc;Nowruz, literally meaning new day, first day of spring has been celebrated for thousands of years\nas beginning of new year.;;Nowruz, was wörtlich neuer Tag, erster Frühlingstag bedeutet, wird seit Tausenden von Jahren als Beginn des neuen Jahres gefeiert.;;;x
prune_family_tree;Prune Family Tree;;Stammbaum beschneiden;;;x
prune_family_tree_desc;This decision will remove childless dead characters from this character's family tree.;;Mit dieser Entscheidung werden kinderlose tote Charaktere aus dem Stammbaum dieses Charakters entfernt.;;;x
devil_worshipers_found_secret_society;Found Devil Worshiper Society;;Teufelsanbeter-Gesellschaft gründen;;;x
devil_worshipers_found_secret_society_desc;Create [Root.Religion.GetName] devil worshiper society. This character will immediately become the societie's leader.;;Erstelle [Root.Religion.GetName] Teufelsanbeter-Gesellschaft. Dieser Charakter wird sofort zum Anführer der Gesellschaft.;;;x
declare_valencian_kingdom;Declare the Kingdom of Valencia;;Erkläre das Königreich von Valencia;;;x
declare_valencian_kingdom_desc;The Valencians have always been the subject of foreign kingdoms. Even though they may speak a similar tongue, its are never a true Valencian that reigns us. Now, it is time for [Root.GetDynName] to change this, and crown himself. In Valencia, of Valencia.;;Die Valencianer waren schon immer Gegenstand von fremden Königreichen. Auch wenn sie eine ähnliche Sprache sprechen, ist es nie ein echter Valencianer, der uns regiert. Nun ist es an der Zeit für [Root.GetDynName], dies zu ändern und sich selbst zu krönen. In Valencia, von Valencia.;;;x
create_macedon_kingdom;Recreate the Kingdom of Macedonia;;Das Königreich Makedonien neu erschaffen;;;x
create_macedon_kingdom_desc;What used to be the Macedonian kingdom is now in your hands, independent and a force to be reckoned with. Will you declare yourself the heir of Alexander the Great and recreate his kingdom?;;Das ehemalige Königreich Makedonien ist nun in Euren Händen, unabhängig und eine Macht, mit der man rechnen muss. Werden Sie sich zum Erben Alexanders des Großen erklären und sein Königreich wiederherstellen?;;;x
grant_imperial_title;Grant Imperial Title;;Verleihung des Kaisertitels;;;x
grant_imperial_title_desc;This decision will grant one of your Empires to a vassal.;;Durch diese Entscheidung wird eines Ihrer Reiche an einen Vasallen vergeben.;;;x
form_greater_israel;Form Greater Israel;;Groß-Israel gründen;;;x
form_greater_israel_desc;This decision will establish Israel as an Empire.;;Mit dieser Entscheidung gründen Sie Israel als Reich.;;;x
convert_to_judaism;Convert to Judaism;;Zum Judentum konvertieren;;;x
convert_to_judaism_desc;This decision will convert you to Judaism;;Mit dieser Entscheidung konvertieren Sie zum Judentum.;;;x
convert_to_israelite;Convert to [GetIsraeliteCulture];;Zu [GetIsraeliteCulture] konvertieren;;;x
convert_to_israelite_desc;This decision will convert you to [GetIsraeliteCulture].;;Mit dieser Entscheidung konvertieren Sie zu [GetIsraeliteCulture].;;;x
convert_to_israelite_ctt;§Y[Root.GetTitledName]§! becomes [GetIsraeliteCulture].;;§Y[Root.GetTitledName]§! wird zu [GetIsraeliteCulture].;;;x
observe_yom_kippur;Observe Yom Kippur;;Beobachte Jom Kippur;;;x
observe_yom_kippur_desc;As a Jew you observe the fast of Yom Kippur every year, but you will be paying particular adherence to it this time. Prior to the fast a great pre-fast banquet will be held, the Seudah Mafseket. This will occur in September or October, provided you are not at war or otherwise engaged.;;Als Jude halten Sie jedes Jahr das Fasten von Jom Kippur ein, aber dieses Mal werden Sie sich besonders daran halten. Vor dem Fasten findet ein großes Vorfestmahl statt, das Seudah Mafseket. Es findet im September oder Oktober statt, sofern Sie sich nicht im Krieg befinden oder anderweitig beschäftigt sind.;;;x
reeducate_self;Re-educate;;Neu ausbilden;;;x
reeducate_self_desc;Gain a new education trait. This process will cost money and if not successful may have negative consequences;;Erwerben Sie eine neue Bildungseigenschaft. Dieser Prozess wird Geld kosten und kann, wenn er nicht erfolgreich ist, negative Folgen haben;;;x
form_great_britain;Form Great Britain;;Großbritannien gründen;;;x
form_great_britain_desc;Form the Kingdom of Great Britain.;;Bilden Sie das Königreich Großbritannien.;;;x
reset_title_coa;Reset CoA;;Wappen zurücksetzen;;;x
reset_title_coa_desc;Revert duchy coat of arms to the original one.;;Setzt das Wappen des Herzogtums auf das ursprüngliche Wappen zurück.;;;x
take_county_coa;Set Duchy CoA;;Herzogtum CoA setzen;;;x
take_county_coa_desc;Copy county CoA to duchy title.;;Kopieren Sie das Wappen der Grafschaft in den Titel des Herzogtums.;;;x
demand_conversion_prisoner;Attempt Religious Conversion;;Religiöse Konvertierung versuchen;;;x
demand_conversion_prisoner_desc;Attempt to convert §Y[Root.GetBestName]§! to the [From.Religion.GetName] faith.;;Versucht, §Y[Root.GetBestName]§! zum [From.Religion.GetName] Glauben zu konvertieren.;;;x
vassalize_tributary;Vassalize Tributary;;Tributpflichtigen vasallisieren;;;
vassalize_tributary_desc;Make [Root.GetTitledFirstName] your vassal.\n [Root.GetSheHeCap] will be given a choice between going to war and accepting your terms.;;Macht [Root.GetTitledFirstName] zu Eurem Vasallen.\n [Root.GetSheHeCap] wird vor die Wahl gestellt, in den Krieg zu ziehen oder Eure Bedingungen zu akzeptieren.;;;
seek_protection;Seek Protection;;Schutz suchen;;;
seek_protection_desc;Seek protection from [Root.GetTitledFirstName].\nIf [Root.GetSheHe] accepts your offer you will become their §YProtectorate§! and [Root.GetTitledFirstName] will be obliged to assist you in defensive wars.;;Sucht Schutz bei [Root.GetTitledFirstName].\nWenn [Root.GetSheHe] Euer Angebot annimmt, werdet Ihr ihr §YProtektorat§! und [Root.GetTitledFirstName] ist verpflichtet, Euch in Verteidigungskriegen zu unterstützen.;;;
rename_character_self;Rename Character;;Charakter umbenennen;;;
rename_character_self_desc;You will receive instructions on how to rename your character. This can be done only once, and Customization DLC is required.;;Du wirst Anweisungen erhalten, wie du deinen Charakter umbenennen kannst. Dies kann nur einmal gemacht werden und erfordert den Anpassungs-DLC.;;;x
rename_character_title;Rename Character;;Charakter umbenennen;;;
rename_character_title_desc;Rename your character to [Root.GetName].;;Benennen Sie Ihren Charakter in [Root.GetName] um.;;;
go_on_hajj_pagan;Make the Hajj;;Mache die Haddsch;;;x
go_on_hajj_pagan_desc;Make the Hajj to the Kabbah, the shrine of all the gods.;;Mache die Haddsch zum Kabbah, dem Schrein aller Götter.;;;x
release_as_protectorate;Release as Protectorate;;Als Protektorat freigeben;;;x
release_as_protectorate_desc;Offer independence to your vassal. They would become your Protectorate, pay tribute and in exchange you would be obligated to defend them.;;Biete deinem Vasallen die Unabhängigkeit an. Er würde Ihr Protektorat werden, Tribut zahlen und im Gegenzug wären Sie verpflichtet, ihn zu verteidigen.;;;x
transfer_vassal_to_tributary;Transfer Vassal;;Vasall übertragen;;;x
transfer_vassal_to_tributary_desc;Transfer one of your direct non-dejure vassals to an imperial tributary.;;Übertrage einen deiner direkten, nicht abhängigen Vasallen zu einem kaiserlichen Tributpflichtigen.;;;x
convert_hellenic_branch;Change Hellenic Branch;;Griechischen Zweig wechseln;;;x
convert_hellenic_branch_desc;Because of the minor differences between Greek and Roman versions of the religion, you are allowed to change religious branch once in a lifetime.;;Aufgrund der geringen Unterschiede zwischen der griechischen und der römischen Version der Religion darfst du einmal im Leben den Religionszweig wechseln.;;;x
call_aztec_reinforcements;Call Reinforcements;;Verstärkung rufen;;;x
call_aztec_reinforcements_desc;Call more troops from the Homeland.;;Rufen Sie weitere Truppen aus dem Heimatland.;;;x
claim_eastern_roman_empire;Claim Eastern Roman Empire;;Oströmisches Reich beanspruchen;;;x
claim_eastern_roman_empire_desc;Assert your right as rightful successor to the Eastern part of the Roman Empire.;;Machen Sie Ihr Recht als rechtmäßiger Nachfolger des östlichen Teils des Römischen Reiches geltend.;;;x
claim_western_roman_empire;Claim Western Roman Empire;;Weströmisches Reich beanspruchen;;;x
claim_western_roman_empire_desc;Assert your right as rightful successor to the Western part of the Roman Empire.;;Machen Sie Ihr Recht als rechtmäßiger Nachfolger des westlichen Teils des Römischen Reiches geltend.;;;x
make_sacrifice;Make a large sacrifice.;;Bringe ein großes Opfer dar.;;;x
make_sacrifice_desc;Make a large sacrifice to a Zoroastrian divinity, granting a boon.;;Bringen Sie einer zoroastrischen Gottheit ein großes Opfer dar, um einen Segen zu erhalten.;;;x
repay_loan;Repay Loan;;Darlehen zurückzahlen;;;x
repay_loan_desc;Repay the full amount of the loan you have taken.;;Zahle den vollen Betrag des aufgenommenen Kredits zurück.;;;x
request_important_prisoners;Demand Important Prisoners from Vassals;;Verlangt wichtige Gefangene von Vasallen;;;x
request_important_prisoners_desc;Any prisoners ranked above Baron are transferred to your dungeons.;;Alle Gefangenen, die über dem Rang eines Barons stehen, werden in deine Kerker verlegt.;;;x
sadaqah_saddka;Sadaqah;;Sadaqah;;;x
undergo_cleansing_ritual;Undergo Cleansing ritual (Bareshnum);;Unterziehen Sie sich dem Reinigungsritual (Bareshnum);;;x
undergo_cleansing_ritual_desc;Pure body leads to pure heart which leads to pure spirit.;;Ein reiner Körper führt zu einem reinen Herzen, das zu einem reinen Geist führt.;;;x
give_gold;Give Wealth;;Reichtum geben;;;x
give_gold_desc;Give Wealth;;Reichtum geben;;;x
# CK2Plus_employment_decisions;;;;;;;;;;;;;;
employ_chancellor;Invite Chancellor to Court;Inviter un Chancelier la Cour;Kanzler an den Hof einladen;;;x
employ_chancellor_desc;Invite a promising nobleman to court, to aid with diplomatic affairs.;Inviter un noble prometteur la Cour, pour vous assister en matière diplomatique.;Laden Sie einen vielversprechenden Adligen an den Hof ein, um ihn bei diplomatischen Angelegenheiten zu unterstützen.;;;x
employ_commander;Promote Commander;Promouvoir un commandant;Kommandant befördern;;Ascender comandante;x
employ_commander_desc;Promote a soldier from the ranks of your army to lead the troops on the battlefield.;Promouvoir un soldat de votre armée qui dirigera les troupes sur le champ de bataille.;Ernennen Sie einen Soldaten aus den Reihen Ihrer Armee zum Anführer Ihrer Truppen auf dem Schlachtfeld.;;Ascender a un soldado de las filas de tu ejército para que lidere a las tropas en el campo de batalla.;x
employ_marshal;Invite Marshal to Court;Inviter un Maréchal la Cour.;Marschall an den Hof einladen;;;x
employ_marshal_desc;Invite a promising noble to court, to help train your armies.;Inviter un noble prometteur la Cour, pour vous aider entraisner vos hommes d'armes.;Laden Sie einen vielversprechenden Adligen an den Hof ein, der Ihnen bei der Ausbildung Ihrer Armeen hilft.;;;x
employ_treasurer;Invite Steward to Court;Inviter un Intendant la Cour;Steward an den Hof einladen;;;x
employ_treasurer_desc;Invite a promising noble to court, to aid with matters of administration.;Invitez un noble talentueux la Cour pour vous aider sur les questions administratives.;Ladet einen vielversprechenden Adligen an den Hof ein, der euch bei der Verwaltung helfen soll.;;Invita a un noble prometedor a la corte que ayude en asuntos administrativos.;x
employ_spymaster;Invite Spymaster to Court;Inviter un Maistre-Espion la Cour;Spionagemeister an den Hof einladen;;;x
employ_spymaster_desc;Invite a promising noble to court, to help run your spy network.;Inviter un noble prometteur la Cour, pour vous aider diriger votre réseau d'espions.;Ladet einen vielversprechenden Adligen an Euren Hof ein, der Euch bei der Leitung Eures Spionagenetzes helfen soll.;;;x
employ_lord_spiritual;Invite Holy Man to Court;Inviter un saint homme la Cour;Heiligen Mann an den Hof einladen;;Invitar a un santo a la corte;x
employ_lord_spiritual_desc;Scour the land for a holy man to join my court and advise me on religious matters.;Rechercher un saint homme qui rejoindrait votre Cour pour vous conseiller sur les affaires religieuses.;Sucht im Land nach einem heiligen Mann, der an meinen Hof kommt und mich in religiösen Fragen berät.;;Recorre la tierra buscando un santo que se una a mi corte y me aconseje temas religiosos.;x
present_debutant;Present Débutante;Présenter une débutante;Débutante vorstellen;;Presentar debutante;x
present_debutant_desc;A young noblewoman who has caught your eye makes her début at a formal ball.;Invitez une jeune femme issue de la noblesse participer à un bal.;Eine junge Adlige, die dein Interesse geweckt hat, gibt ihr Debüt auf einem offiziellen Ball.;;Una joven noble a la que has echado el ojo debuta en una celebración formal.;x
switch_council_job;Switch Councillor;;;;;x
switch_council_job_desc;I should consider switching the assigned tasks of my §Y[Root.GetJobTitle]§!, §Y[Root.GetTitledFirstName]§!, with one of my other councillors.;;;;;x
