#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;;x
# FACTION MAIN;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_415S;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Feudal Elective. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Feudal Elective. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nDie Anhänger meiner Fraktion sind bereit, unseren Lehnsherrn, [Root.Liege.GetTitledFirstNameNoRegnal], zu stürzen, sollte [Root.Liege.GetSheHe] unsere rechtmäßige Forderung ablehnen, dass die Erbfolgegesetze in das Feudalwahlrecht geändert werden. Ich bitte Euch, entweder jetzt an unserer Seite zu stehen oder zur Seite zu treten, sollte sich ein Bürgerkrieg als notwendig erweisen.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters are prepared to overthrow our liege, [Root.Liege.GetTitledFirstNameNoRegnal], should [Root.Liege.GetSheHe] refuse our rightful demand that the succession laws be changed to that of Feudal Elective. I ask that you either stand at our side now, or stand aside should civil war prove necessary.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_415T;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters and I believe the time has come to overthrow [Root.Liege.GetTitledFirstNameNoRegnal]. Our forces mobilize as I write this, and so I ask that you either stand with us now or stand aside when the civil war begins. Choose wisely.\n\nWith respect,\n[From.GetTitledName];Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters and I believe the time has come to overthrow [Root.Liege.GetTitledFirstNameNoRegnal]. Our forces mobilize as I write this, and so I ask that you either stand with us now or stand aside when the civil war begins. Choose wisely.\n\nWith respect,\n[From.GetTitledName];Lieber [Root.GetTitledFirstNameNoRegnal],\nMeine Fraktionsanhänger und ich glauben, dass die Zeit gekommen ist, [Root.Liege.GetTitledFirstNameNoRegnal] zu stürzen. Während ich dies schreibe, mobilisieren sich unsere Streitkräfte, und ich bitte Euch, entweder jetzt auf unserer Seite zu stehen oder zur Seite zu treten, wenn der Bürgerkrieg beginnt. Wählt weise.\n\nMit Respekt,\n[From.GetTitledName];;Dear [Root.GetTitledFirstNameNoRegnal],\nMy faction supporters and I believe the time has come to overthrow [Root.Liege.GetTitledFirstNameNoRegnal]. Our forces mobilize as I write this, and so I ask that you either stand with us now or stand aside when the civil war begins. Choose wisely.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA_PlusFaction_415;I will stand with [From.GetTitledFirstNameNoRegnal] when the time comes;I will stand with [From.GetTitledFirstNameNoRegnal] when the time comes;Ich werde an der Seite von [From.GetTitledFirstNameNoRegnal] stehen, wenn die Zeit gekommen ist;;I will stand with [From.GetTitledFirstNameNoRegnal] when the time comes;;;;;;;;;x
EVTOPTB_PlusFaction_415;Stand against [Root.Liege.GetTitledFirstNameNoRegnal]? Absolutely not!;Stand against [Root.Liege.GetTitledFirstNameNoRegnal]? Absolutely not!;Sich gegen [Root.Liege.GetTitledFirstNameNoRegnal] stellen? Auf gar keinen Fall!;;Stand against [Root.Liege.GetTitledFirstNameNoRegnal]? Absolutely not!;;;;;;;;;x
EVTOPTC_PlusFaction_415_prisoner;Alas, I can do nothing from prison;Alas, I can do nothing from prison;Leider kann ich vom Gefängnis aus nichts tun;;Alas, I can do nothing from prison;;;;;;;;;x
EVTOPTC_PlusFaction_415_incapable;Alas, I am not up to such a struggle;Alas, I am not up to such a struggle;Leider bin ich einem solchen Kampf nicht gewachsen;;Alas, I am not up to such a struggle;;;;;;;;;x
EVTOPTC_PlusFaction_415_child;I am too young to be involved in such matters;I am too young to be involved in such matters;Ich bin zu jung, um in solche Dinge verwickelt zu werden;;I am too young to be involved in such matters;;;;;;;;;x
EVTOPTC_PlusFaction_415_truce;I could not join this, even if I wanted to;I could not join this, even if I wanted to;Ich könnte nicht mitmachen, selbst wenn ich es wollte;;I could not join this, even if I wanted to;;;;;;;;;x
EVTDESC_PlusFaction_416;We counted on you to hold to your promise of support, yet here you cling to [Root.Liege.GetTitledFirstNameNoRegnal] even as our forces prepare to march. I should have known better than to trust the word of a [GetFromRootInsult]. Others will know of your duplicity, regardless of the outcome.\n\nSigned,\n[From.GetTitledName];We counted on you to hold to your promise of support, yet here you cling to [Root.Liege.GetTitledFirstNameNoRegnal] even as our forces prepare to march. I should have known better than to trust the word of a [GetFromRootInsult]. Others will know of your duplicity, regardless of the outcome.\n\nSigned,\n[From.GetTitledName];Wir haben uns darauf verlassen, dass Ihr Euer Versprechen einhaltet, und doch klammert Ihr Euch an [Root.Liege.GetTitledFirstNameNoRegnal], während sich unsere Truppen auf den Abmarsch vorbereiten. Ich hätte es besser wissen müssen, als dem Wort eines [GetFromRootInsult] zu vertrauen. Andere werden von Eurer Doppelzüngigkeit erfahren, ganz gleich, wie es ausgeht.\n\nGezeichnet,\n[From.GetTitledName];;We counted on you to hold to your promise of support, yet here you cling to [Root.Liege.GetTitledFirstNameNoRegnal] even as our forces prepare to march. I should have known better than to trust the word of a [GetFromRootInsult]. Others will know of your duplicity, regardless of the outcome.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_417;Now that we have gathered enough support it is time to present our ultimatum to [Root.Liege.GetBestName].;;Da wir nun genügend Unterstützung gesammelt haben, ist es an der Zeit, [Root.Liege.GetBestName] unser Ultimatum zu stellen.;;;;;;;;;;;x
EVTOPTA_PlusFaction_417;Now is the time!;;Jetzt ist es an der Zeit!;;;;;;;;;;;x
EVTOPTB_PlusFaction_417;Another week to gather support can't hurt.;;Eine weitere Woche, um Unterstützung zu sammeln, kann nicht schaden.;;;;;;;;;;;x
EVTDESC_PlusFaction_422;[Root.GetTitledFirstNameNoRegnal],\nI have gathered together enough support to finally overthrow [Root.Liege.GetTitledFirstNameNoRegnal] and place [From.SupportedClaimant.GetBestName] in [Root.Liege.GetHerHis] stead. We would far prefer that [Root.Liege.GetTitledFirstNameNoRegnal] surrender [Root.Liege.GetHerHis] title peacefully, but we are prepared to go to war if necessary. I ask that you either stand with us now, or stand aside when the time comes.\n\nWith respect,\n[From.GetTitledName];[Root.GetTitledFirstNameNoRegnal],\nI have gathered together enough support to finally overthrow [Root.Liege.GetTitledFirstNameNoRegnal] and place [From.SupportedClaimant.GetBestName] in [Root.Liege.GetHerHis] stead. We would far prefer that [Root.Liege.GetTitledFirstNameNoRegnal] surrender [Root.Liege.GetHerHis] title peacefully, but we are prepared to go to war if necessary. I ask that you either stand with us now, or stand aside when the time comes.\n\nWith respect,\n[From.GetTitledName];[Root.GetTitledFirstNameNoRegnal],\nIch habe genug Unterstützung gesammelt, um [Root.Liege.GetTitledFirstNameNoRegnal] endgültig zu stürzen und [From.SupportedClaimant.GetBestName] an die Stelle von [Root.Liege.GetHerHis] zu setzen. Wir würden es bei weitem vorziehen, wenn [Root.Liege.GetTitledFirstNameNoRegnal] friedlich auf [Root.Liege.GetHerHis] Titel verzichten würde, aber wir sind bereit, in den Krieg zu ziehen, wenn es nötig ist. Ich bitte Euch, entweder jetzt auf unserer Seite zu stehen oder zur Seite zu gehen, wenn die Zeit gekommen ist.\n\nMit Respekt,\n[From.GetTitledName];;[Root.GetTitledFirstNameNoRegnal],\nI have gathered together enough support to finally overthrow [Root.Liege.GetTitledFirstNameNoRegnal] and place [From.SupportedClaimant.GetBestName] in [Root.Liege.GetHerHis] stead. We would far prefer that [Root.Liege.GetTitledFirstNameNoRegnal] surrender [Root.Liege.GetHerHis] title peacefully, but we are prepared to go to war if necessary. I ask that you either stand with us now, or stand aside when the time comes.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_423;We are told that [FromFrom.GetTitledName] has begun a civil war supporting your claim against [From.GetTitledFirstNameNoRegnal] as the rightful ruler of the [FromFrom.SupportedClaimantTitle.GetFullName].;We are told that [FromFrom.GetTitledName] has begun a civil war supporting your claim against [From.GetTitledFirstNameNoRegnal] as the rightful ruler of the [FromFrom.SupportedClaimantTitle.GetFullName].;Uns wurde berichtet, dass [FromFrom.GetTitledName] einen Bürgerkrieg begonnen hat, der Euren Anspruch gegen [From.GetTitledFirstNameNoRegnal] als den rechtmäßigen Herrscher des [FromFrom.SupportedClaimantTitle.GetFullName] unterstützt.;;We are told that [FromFrom.GetTitledName] has begun a civil war supporting your claim against [From.GetTitledFirstNameNoRegnal] as the rightful ruler of the [FromFrom.SupportedClaimantTitle.GetFullName].;;;;;;;;;x
EVTOPTA_PlusFaction_423;Of course I will join [FromFrom.GetHerHim]!;Of course I will join [FromFrom.GetHerHim]!;Natürlich werde ich mich [FromFrom.GetHerHim] anschließen!;;Of course I will join [FromFrom.GetHerHim]!;;;;;;;;;x
EVTOPTB_PlusFaction_423;[FromFrom.GetSheHeCap] is on [FromFrom.GetHerHis] own, I'm afraid;[FromFrom.GetSheHeCap] is on [FromFrom.GetHerHis] own, I'm afraid;[FromFrom.GetSheHeCap] ist auf [FromFrom.GetHerHis] allein gestellt, fürchte ich.;;[FromFrom.GetSheHeCap] is on [FromFrom.GetHerHis] own, I'm afraid;;;;;;;;;x
TT_PlusFaction_440;I will join the rebellion of §Y[pf_attacker.GetTitledFirstName]§!. To arms!;;Ich werde mich der Rebellion von §Y[pf_attacker.GetTitledFirstName]§! anschließen. Zu den Waffen!;;;;;;;;;;;x
EVTDESC_PlusFaction_450A;The civil war is over and I have won. My loyal supporters are now eagerly expecting the rewards due for their military service. How should I reward them?;La guerre civile est terminée et nous avons gagné. Mes féaulx amis attendent maintenant avec impatience la récompense qui leur est due pour leur soutien militaire. Comment dois-je les récompenser ?;Der Bürgerkrieg ist vorbei, und ich habe gewonnen. Meine treuen Anhänger erwarten nun sehnsüchtig die Belohnung, die ihnen für ihren Militärdienst zusteht. Wie soll ich sie belohnen?;;The civil war is over and we have won. My loyal supporters are now eagerly expecting the rewards due for their military service. How should I reward them?;;;;;;;;;x
EVTDESC_PlusFaction_450B;The civil war is over and I have won--without, I note, the help of allies. With no rewards to hand out, my attention is free to turn to restoring order in [Root.PrimaryTitle.GetName].;The civil war is over and I have won--without, I note, the help of allies. With no rewards to hand out, my attention is free to turn to restoring order in [Root.PrimaryTitle.GetName].;Der Bürgerkrieg ist zu Ende, und ich habe gewonnen - ohne die Hilfe von Verbündeten, wie ich anmerken möchte. Da ich keine Belohnungen zu verteilen habe, kann ich mich nun der Wiederherstellung der Ordnung in [Root.PrimaryTitle.GetName] widmen.;;The civil war is over and I have won--without, I note, the help of allies. With no rewards to hand out, my attention is free to turn to restoring order in [Root.PrimaryTitle.GetName].;;;;;;;;;x
EVTOPTA_PlusFaction_450;They will be granted tax privileges;Il leur sera accordé des privilèges fiscaulx.;Sie werden Steuerprivilegien erhalten;;They will be granted tax privileges;;;;;;;;;x
EVTOPTB_PlusFaction_450;They shall have the full honor of our victory;Ils auront l'honneur de notre victoire complète;Ihnen wird die volle Ehre unseres Sieges zuteil;;They shall have the full honor of our victory;;;;;;;;;x
EVTOPTC_PlusFaction_450;The victory is enough on its own;The victory is enough on its own;Der Sieg allein ist schon genug;;The victory is enough on its own;;;;;;;;;x
EVTOPTD_PlusFaction_450;Victory is mine!;Victory is mine!;Der Sieg ist mein!;;Victory is mine!;;;;;;;;;x
EVTDESC_PlusFaction_451A;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters tax privileges, privileges which come at the expense of those, like myself, who fought against [From.GetHerHim].;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters tax privileges, privileges which come at the expense of those, like myself, who fought against [From.GetHerHim].;[From.GetTitledFirstNameNoRegnal] hat [From.GetHerHis] treuen Anhängern Steuerprivilegien gewährt, Privilegien, die auf Kosten derjenigen gehen, die wie ich gegen [From.GetHerHim] gekämpft haben.;;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters tax privileges, privileges which come at the expense of those, like myself, who fought against [From.GetHerHim].;;;;;;;;;x
EVTDESC_PlusFaction_451B;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters tax privileges...privileges which come at the expense of [From.GetHerHis] opponents as well as those, like myself, who elected not to offer [From.GetHerHim] our full support when we had the chance.;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters tax privileges...privileges which come at the expense of [From.GetHerHis] opponents as well as those, like myself, who elected not to offer [From.GetHerHim] our full support when we had the chance.;[From.GetTitledFirstNameNoRegnal] hat [From.GetHerHis] treuen Anhängern Steuerprivilegien gewährt ... Privilegien, die auf Kosten der [From.GetHerHis]-Gegner gehen sowie auf Kosten derer, die wie ich beschlossen haben, [From.GetHerHim] nicht unsere volle Unterstützung zu gewähren, als wir die Gelegenheit dazu hatten.;;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters tax privileges...privileges which come at the expense of [From.GetHerHis] opponents as well as those, like myself, who elected not to offer [From.GetHerHim] our full support when we had the chance.;;;;;;;;;x
EVTDESC_PlusFaction_452;[From.GetTitledFirstNameNoRegnal] has granted me tax privileges as a reward for my loyal service during the civil war.;[From.GetTitledFirstNameNoRegnal] m'a accordé des avantages fiscaulx afin de récompenser mes loyaulx services lors de la guerre civile.;[From.GetTitledFirstNameNoRegnal] hat mir als Belohnung für meine loyalen Dienste während des Bürgerkriegs Steuerprivilegien gewährt.;;[From.GetTitledFirstNameNoRegnal] has granted me tax privileges as a reward for my loyal service during the civil war.;;;;;;;;;x
EVTDESC_PlusFaction_453A;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters glory and honor, which comes at the expense of those, like myself, who opposed [From.GetHerHim] in the civil war.;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters glory and honor, which comes at the expense of those, like myself, who opposed [From.GetHerHim] in the civil war.;[From.GetTitledFirstNameNoRegnal] hat [From.GetHerHis] treuen Anhängern Ruhm und Ehre gewährt, was auf Kosten derjenigen geht, die sich wie ich im Bürgerkrieg gegen [From.GetHerHim] gestellt haben.;;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters glory and honor, which comes at the expense of those, like myself, who opposed [From.GetHerHim] in the civil war.;;;;;;;;;x
EVTDESC_PlusFaction_453B;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters glory and honor, which comes at the expense of [From.GetHerHis] opponents as well as those, like myself, who elected not to offer [From.GetHerHim] our full support when we had the chance.;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters glory and honor, which comes at the expense of [From.GetHerHis] opponents as well as those, like myself, who elected not to offer [From.GetHerHim] our full support when we had the chance.;[From.GetTitledFirstNameNoRegnal] hat [From.GetHerHis] treuen Anhängern Ruhm und Ehre zuteil werden lassen, was auf Kosten der [From.GetHerHis]-Gegner sowie derjenigen geht, die sich wie ich dafür entschieden haben, [From.GetHerHim] nicht unsere volle Unterstützung zu gewähren, als wir die Gelegenheit dazu hatten.;;[From.GetTitledFirstNameNoRegnal] has granted [From.GetHerHis] loyal supporters glory and honor, which comes at the expense of [From.GetHerHis] opponents as well as those, like myself, who elected not to offer [From.GetHerHim] our full support when we had the chance.;;;;;;;;;x
EVTDESC_PlusFaction_454;[From.GetTitledFirstNameNoRegnal] has granted me glory and honor as a reward for my loyal service during the civil war.;[From.GetTitledFirstNameNoRegnal] m'a accordé gloire et honneur afin de récompenser mes loyaulx services lors de la guerre civile.;[From.GetTitledFirstNameNoRegnal] hat mir Ruhm und Ehre als Belohnung für meinen loyalen Dienst während des Bürgerkriegs gewährt.;;[From.GetTitledFirstNameNoRegnal] has granted me glory and honor as a reward for my loyal service during the civil war.;;;;;;;;;x
